yaw,pitch,roll
-52.8,-0.74,2.29
-52.79,-0.74,2.23
-52.77,-0.73,2.17
-52.76,-0.73,2.12
-52.74,-0.73,2.07
-52.73,-0.73,2.03
-52.72,-0.72,1.99
-52.72,-0.72,1.94
-52.72,-0.73,1.9
-52.73,-0.74,1.84
-52.73,-0.74,1.79
-52.73,-0.74,1.73
-52.72,-0.76,1.67
-52.7,-0.76,1.61
-52.69,-0.77,1.56
-52.67,-0.76,1.5
-52.65,-0.77,1.45
-52.63,-0.77,1.4
-52.6,-0.77,1.35
-52.56,-0.77,1.31
-52.52,-0.77,1.27
-52.49,-0.77,1.23
-52.47,-0.77,1.2
-52.45,-0.77,1.16
-52.45,-0.76,1.12
-52.47,-0.77,1.08
-52.48,-0.78,1.04
-52.5,-0.79,1.0
-52.52,-0.8,0.96
-52.55,-0.81,0.92
-48.35,-8.24,-9.19
-47.91,-9.06,-10.4
-47.44,-9.85,-11.58
-46.95,-10.64,-12.72
-46.45,-11.44,-13.83
-45.92,-12.23,-14.88
-45.38,-13.0,-15.9
-44.82,-13.74,-16.86
-44.29,-14.48,-17.76
-43.8,-15.22,-18.59
-43.32,-15.98,-19.32
-42.87,-16.73,-19.93
-42.43,-17.51,-20.42
-42.06,-18.26,-20.77
-41.77,-19.01,-20.97
-41.57,-19.75,-21.03
-41.47,-20.5,-20.92
-41.48,-21.27,-20.64
-41.61,-22.08,-20.14
-41.84,-22.88,-19.42
-42.18,-23.64,-18.46
-42.63,-24.36,-17.23
-43.17,-25.04,-15.77
-43.81,-25.68,-14.15
-44.54,-26.3,-12.43
-45.38,-26.91,-10.68
-46.31,-27.52,-8.96
-106.54,-10.32,-3.44
-106.18,-11.08,-5.26
-105.65,-11.76,-7.06
-104.99,-12.34,-8.88
-104.24,-12.81,-10.72
-103.43,-13.2,-12.57
-102.58,-13.53,-14.44
-101.67,-13.84,-16.31
-100.71,-14.15,-18.16
-99.69,-14.42,-19.98
-98.61,-14.63,-21.78
-97.44,-14.81,-23.54
-96.18,-14.97,-25.22
-94.8,-15.12,-26.77
-93.33,-15.25,-28.16
-91.8,-15.34,-29.37
-90.25,-15.35,-30.37
-88.7,-15.29,-31.13
-87.13,-15.18,-31.64
-85.55,-15.06,-31.89
-83.98,-14.91,-31.86
-82.41,-14.73,-31.56
-80.89,-14.53,-31.02
-79.41,-14.29,-30.25
-77.98,-13.99,-29.29
-76.59,-13.62,-28.17
-75.23,-13.2,-26.92
-50.52,-3.84,6.11
-51.14,-3.29,4.88
-51.69,-2.76,3.91
-52.19,-2.36,3.29
-52.65,-2.1,3.06
-53.03,-1.91,3.17
-53.27,-1.72,3.5
-53.35,-1.48,3.99
-53.3,-1.2,4.58
-53.14,-0.99,5.24
-52.92,-0.89,5.95
-52.65,-0.91,6.64
-52.34,-0.98,7.25
-52.01,-1.02,7.74
-51.68,-1.0,8.1
-51.36,-0.92,8.31
