yaw,pitch,roll
-50.32,0.46,-5.41
-50.32,0.46,-5.43
-50.32,0.46,-5.45
-50.31,0.46,-5.48
-50.31,0.45,-5.5
-50.31,0.46,-5.54
-50.31,0.45,-5.56
-50.32,0.45,-5.6
-50.31,0.44,-5.62
-50.32,0.44,-5.64
-50.31,0.43,-5.66
-50.3,0.42,-5.68
-50.29,0.4,-5.7
-50.28,0.4,-5.71
-50.29,0.39,-5.72
-50.29,0.37,-5.72
-50.29,0.35,-5.72
-50.31,0.32,-5.72
-50.31,0.3,-5.71
-50.32,0.27,-5.7
-50.33,0.22,-5.68
-50.34,0.17,-5.64
-50.33,0.1,-5.57
-50.35,-0.0,-5.46
-50.88,-13.07,-22.94
-50.65,-13.18,-23.24
-50.5,-13.38,-23.41
-50.42,-13.65,-23.41
-50.45,-14.02,-23.21
-50.6,-14.46,-22.79
-50.91,-14.95,-22.11
-51.34,-15.45,-21.17
-51.9,-15.93,-19.97
-52.63,-16.39,-18.52
-53.56,-16.83,-16.83
-54.69,-17.27,-14.94
-56.05,-17.66,-12.88
-57.63,-17.99,-10.68
-59.42,-18.28,-8.38
-61.37,-18.39,-6.02
-63.47,-18.27,-3.78
-65.75,-17.9,-1.71
-68.19,-17.28,0.15
-70.75,-16.5,1.8
-73.41,-15.55,3.25
-76.1,-14.51,4.51
-78.79,-13.42,5.57
-81.39,-12.35,6.47
-83.83,-11.34,7.24
-86.14,-10.42,7.88
-88.27,-9.57,8.36
-90.25,-8.78,8.67
-92.08,-8.07,8.77
-93.79,-7.45,8.67
-92.4,-13.72,-36.28
-90.85,-13.43,-35.95
-89.26,-13.11,-35.58
-87.67,-12.71,-35.19
-86.06,-12.23,-34.75
-84.43,-11.68,-34.26
-82.78,-11.08,-33.7
-81.12,-10.43,-33.06
-79.43,-9.78,-32.32
-77.69,-9.13,-31.47
-75.96,-8.51,-30.47
-74.22,-7.94,-29.31
-72.53,-7.4,-27.95
-70.89,-6.9,-26.36
-69.31,-6.41,-24.54
-67.75,-5.93,-22.48
-66.14,-5.45,-20.16
-64.46,-4.99,-17.55
-62.7,-4.58,-14.64
-60.84,-4.27,-11.42
-58.92,-4.13,-7.9
-57.0,-4.19,-4.24
-55.21,-4.4,-0.69
-53.64,-4.69,2.42
-52.39,-4.99,4.93
-51.49,-5.25,6.83
-50.93,-5.45,8.2
-50.69,-5.5,9.09
-50.68,-5.4,9.51
-50.85,-5.21,9.51
-51.13,-4.99,9.15
-51.05,-2.06,0.12
-51.14,-1.93,-0.08
-51.17,-1.82,-0.23
-51.15,-1.72,-0.33
-51.09,-1.64,-0.4
-51.01,-1.58,-0.43
-50.91,-1.55,-0.45
-50.83,-1.53,-0.46
-50.79,-1.52,-0.47
-50.78,-1.5,-0.51
-50.78,-1.47,-0.58
-50.8,-1.46,-0.66
-50.81,-1.46,-0.74
-50.81,-1.49,-0.81
-50.81,-1.52,-0.87
