yaw,pitch,roll
-87.85,0.02,-2.75
-87.84,0.03,-2.76
-87.83,0.04,-2.76
-87.83,0.04,-2.76
-87.83,0.04,-2.77
-87.83,0.05,-2.78
-87.84,0.05,-2.79
-87.83,0.05,-2.81
-87.83,0.04,-2.82
-87.82,0.03,-2.83
-87.81,0.02,-2.84
-87.8,0.02,-2.85
-87.8,0.02,-2.87
-87.8,0.03,-2.88
-87.81,0.03,-2.89
-87.81,0.04,-2.9
-87.81,0.04,-2.91
-87.79,0.05,-2.92
-87.78,0.05,-2.93
-87.77,0.04,-2.93
-87.77,0.04,-2.94
-87.78,0.04,-2.95
-87.79,0.04,-2.96
-87.81,0.04,-2.97
-87.82,0.03,-2.98
-87.83,0.02,-2.99
-87.83,-0.0,-2.99
-87.83,-0.01,-2.99
-87.83,-0.01,-2.99
-87.84,-0.02,-2.99
-87.84,-0.02,-3.0
-87.85,-0.03,-3.01
-87.86,-0.04,-3.01
-84.54,-1.23,-2.31
-84.07,-1.32,-2.38
-83.58,-1.42,-2.46
-83.08,-1.54,-2.54
-82.56,-1.65,-2.63
-82.03,-1.75,-2.7
-81.48,-1.83,-2.77
-80.92,-1.9,-2.82
-80.32,-1.99,-2.87
-79.71,-2.11,-2.91
-79.1,-2.24,-2.95
-78.48,-2.39,-3.0
-77.83,-2.52,-3.06
-77.18,-2.64,-3.15
-76.51,-2.76,-3.24
-75.81,-2.88,-3.34
-75.11,-2.99,-3.43
-74.4,-3.09,-3.53
-73.69,-3.17,-3.64
-72.97,-3.27,-3.76
-72.24,-3.37,-3.87
-71.51,-3.48,-3.95
-70.78,-3.61,-4.02
-70.05,-3.74,-4.06
-69.34,-3.88,-4.1
-68.66,-4.01,-4.13
-67.98,-4.12,-4.14
-67.31,-4.24,-4.15
-66.65,-4.35,-4.16
-65.98,-4.46,-4.16
-65.31,-4.57,-4.17
-64.63,-4.66,-4.18
-63.95,-4.74,-4.22
-48.72,-1.56,-4.45
-48.68,-1.27,-4.46
-48.65,-0.96,-4.5
-48.62,-0.69,-4.56
-48.61,-0.46,-4.61
-48.57,-0.27,-4.61
-48.55,-0.14,-4.55
-48.49,-0.03,-4.42
-48.42,0.05,-4.22
-48.32,0.12,-3.97
-48.21,0.18,-3.67
-48.08,0.24,-3.37
-47.94,0.32,-3.09
-47.8,0.42,-2.84
-47.66,0.53,-2.64
-47.55,0.65,-2.49
-47.45,0.78,-2.37
-47.37,0.91,-2.29
-47.31,1.04,-2.23
-47.25,1.17,-2.22
-47.2,1.32,-2.24
-47.13,1.47,-2.3
-47.05,1.62,-2.37
-46.94,1.76,-2.44
-46.82,1.88,-2.49
-46.71,1.98,-2.52
-46.59,2.07,-2.51
-46.48,2.15,-2.49
-46.37,2.25,-2.43
-46.26,2.55,-2.28
-46.19,3.14,-1.79
-46.14,3.73,-1.07
-46.03,3.99,-0.57
-45.81,3.81,-0.49
