yaw,pitch,roll
-1.6,-4.09,-4.72
-1.65,-4.07,-4.76
-1.7,-4.06,-4.8
-1.73,-4.04,-4.83
-1.77,-4.02,-4.86
-1.8,-3.98,-4.9
-1.83,-3.94,-4.93
-1.87,-3.88,-4.97
-1.9,-3.82,-5.0
-1.92,-3.75,-5.04
-1.93,-3.71,-5.1
-1.95,-3.67,-5.16
-1.96,-3.65,-5.22
-1.98,-3.64,-5.28
-2.01,-3.64,-5.34
-2.05,-3.66,-5.4
-2.1,-3.69,-5.46
-2.14,-3.73,-5.52
-2.19,-3.77,-5.58
-2.23,-3.8,-5.65
-2.26,-3.82,-5.72
-2.28,-3.82,-5.8
-2.3,-3.8,-5.86
-2.32,-3.78,-5.92
-2.74,-3.32,-7.76
-2.75,-3.33,-7.81
-2.77,-3.35,-7.85
-2.78,-3.36,-7.9
-2.79,-3.37,-7.95
-2.8,-3.36,-8.01
-2.8,-3.34,-8.08
-2.8,-3.32,-8.15
-2.8,-3.3,-8.22
-2.8,-3.28,-8.29
-2.78,-3.26,-8.35
-2.78,-3.26,-8.4
-2.76,-3.26,-8.45
-2.76,-3.24,-8.49
-2.75,-3.22,-8.52
-233.0,-6.47,-9.38
-24.26,-6.37,-9.46
-24.18,-6.27,-9.55
-24.11,-6.17,-9.64
-24.04,-6.09,-9.73
-23.97,-6.03,-9.81
-23.91,-5.98,-9.9
-23.85,-5.94,-9.99
-23.79,-5.91,-10.07
-23.73,-5.87,-10.13
-23.1,-4.81,-10.21
-23.1,-4.74,-10.27
-23.11,-4.68,-10.34
-23.13,-4.63,-10.38
-23.15,-4.59,-10.42
-23.18,-4.56,-10.45
-23.21,-4.54,-10.46
-23.25,-4.54,-10.47
-23.27,-4.54,-10.48
-23.31,-4.55,-10.49
-23.34,-4.56,-10.5
-23.38,-4.56,-10.51
-23.41,-4.55,-10.51
-23.43,-4.57,-10.55
-23.44,-4.57,-10.65
-23.44,-4.56,-10.76
-23.45,-4.52,-10.89
-23.46,-4.49,-11.03
-23.47,-4.47,-11.18
-23.47,-4.46,-11.31
-23.47,-4.45,-11.41
-23.47,-4.43,-11.48
-23.47,-4.41,-11.51
-23.47,-4.38,-11.52
-23.47,-4.33,-11.49
-23.47,-4.29,-11.45
-23.47,-4.23,-11.4
-23.48,-4.18,-11.38
-23.48,-4.12,-11.37
-23.5,-4.06,-11.41
-19.86,-2.77,-12.45
-19.82,-2.7,-12.52
-19.8,-2.67,-12.58
-19.78,-2.67,-12.64
-19.76,-2.67,-12.7
-19.74,-2.68,-12.77
-19.71,-2.67,-12.84
-19.69,-2.65,-12.93
-19.66,-2.62,-13.03
-19.64,-2.6,-13.13
-19.63,-2.59,-13.24
-19.62,-2.59,-13.35
-19.62,-2.6,-13.46
-19.63,-2.63,-13.57
-19.63,-2.66,-13.66
-19.64,-2.7,-13.74
-19.66,-2.74,-13.81
-19.67,-2.76,-13.86
-19.69,-2.77,-13.91
-19.71,-2.78,-13.95
-19.73,-2.78,-13.99
