yaw,pitch,roll
-1.51,-5.65,-1.59
-1.55,-5.61,-1.73
-1.58,-5.53,-1.84
-1.61,-5.45,-1.94
-1.62,-5.35,-2.02
-1.63,-5.25,-2.08
-1.64,-5.15,-2.13
-1.66,-5.05,-2.18
-1.67,-4.95,-2.26
-0.65,-3.36,-6.07
-0.63,-3.34,-6.15
-0.59,-3.31,-6.22
-0.56,-3.28,-6.29
-0.54,-3.27,-6.37
-0.54,-3.25,-6.44
-0.54,-3.25,-6.52
-0.54,-3.24,-6.59
-0.56,-3.23,-6.66
-0.57,-3.24,-6.74
-0.6,-3.24,-6.81
-0.61,-3.23,-6.89
-0.63,-3.22,-6.97
-0.64,-3.19,-7.06
-0.65,-3.17,-7.13
-0.65,-3.16,-7.2
-0.65,-3.14,-7.26
-0.64,-3.13,-7.32
-0.63,-3.11,-7.39
-0.63,-3.1,-7.46
-0.64,-3.09,-7.54
-0.65,-3.07,-7.62
-0.66,-3.05,-7.7
-0.69,-3.04,-7.77
-0.7,-3.03,-7.84
-0.72,-3.01,-7.9
-0.74,-2.99,-7.96
-0.75,-2.96,-8.01
-0.76,-2.94,-8.06
-0.78,-2.9,-8.11
-0.79,-2.87,-8.16
-0.8,-2.85,-8.2
-0.8,-2.83,-8.26
-0.81,-2.83,-8.32
-0.82,-2.83,-8.37
-0.83,-2.82,-8.43
-0.83,-2.82,-8.48
-1.0,-2.18,-10.24
-1.02,-2.15,-10.29
-1.03,-2.12,-10.33
-1.05,-2.08,-10.36
-1.06,-2.04,-10.4
-1.08,-2.01,-10.44
-1.09,-1.99,-10.48
-1.09,-1.98,-10.54
-1.11,-1.97,-10.59
-1.12,-1.95,-10.66
-1.13,-1.93,-10.73
-1.13,-1.9,-10.8
-1.15,-1.88,-10.87
-1.16,-1.85,-10.93
-1.17,-1.83,-10.98
-1.2,-1.82,-11.03
-1.23,-1.8,-11.08
-1.27,-1.79,-11.13
-1.3,-1.76,-11.18
-1.34,-1.74,-11.24
-1.38,-1.71,-11.3
-1.42,-1.68,-11.36
-1.46,-1.66,-11.43
-1.5,-1.63,-11.51
-1.54,-1.62,-11.59
-1.6,-1.61,-11.66
-1.66,-1.6,-11.75
-1.72,-1.6,-11.83
-1.79,-1.6,-11.91
-1.87,-1.59,-11.98
-1.94,-1.59,-12.06
-2.02,-1.58,-12.14
-2.09,-1.57,-12.22
-12.92,-2.17,-16.24
-13.47,-2.31,-16.38
-14.0,-2.46,-16.53
-14.53,-2.6,-16.69
-15.04,-2.72,-16.86
-15.53,-2.85,-17.05
-16.01,-2.99,-17.23
-16.47,-3.12,-17.39
-16.94,-3.26,-17.54
-17.41,-3.38,-17.68
-17.87,-3.49,-17.81
-18.34,-3.58,-17.95
-18.81,-3.66,-18.08
-19.27,-3.74,-18.2
-19.74,-3.82,-18.33
-20.2,-3.9,-18.45
-20.65,-3.98,-18.55
-21.11,-4.05,-18.65
-21.55,-4.1,-18.74
-21.96,-4.14,-18.83
-22.36,-4.13,-18.92
