yaw,pitch,roll
-57.63,-1.2,3.99
-56.8,-1.2,5.19
-55.89,-1.18,6.27
-54.94,-1.14,7.21
-53.93,-1.13,7.99
-52.91,-1.13,8.6
-51.87,-1.17,9.04
-50.83,-1.23,9.31
-49.78,-1.31,9.44
-48.7,-1.4,9.46
-47.61,-1.52,9.41
-46.48,-1.63,9.32
-45.34,-1.73,9.18
-44.18,-1.79,8.99
-43.01,-1.83,8.73
-41.85,-1.86,8.41
-40.71,-1.9,8.0
-39.61,-1.92,7.52
-38.54,-1.93,6.97
-37.51,-1.89,6.37
-36.54,-1.8,5.71
-35.61,-1.65,5.03
-34.71,-1.47,4.32
-33.88,-1.24,3.61
-33.12,-0.99,2.89
-32.44,-0.72,2.15
-31.83,-0.41,1.4
-31.32,-0.07,0.61
-30.88,0.29,-0.22
-30.52,0.64,-1.08
-30.23,0.97,-1.97
-30.03,1.27,-2.89
-29.91,1.54,-3.83
-54.11,0.48,-17.48
-55.0,0.34,-16.72
-55.84,0.23,-15.88
-56.62,0.16,-14.95
-57.35,0.12,-13.93
-58.03,0.06,-12.84
-58.67,-0.03,-11.71
-59.28,-0.15,-10.56
-59.87,-0.29,-9.41
-60.41,-0.44,-8.3
-60.88,-0.54,-7.22
-61.25,-0.61,-6.18
-61.52,-0.61,-5.17
-61.71,-0.59,-4.19
-61.83,-0.56,-3.21
-61.89,-0.54,-2.26
-61.86,-0.55,-1.34
-61.77,-0.57,-0.4
-61.6,-0.58,0.53
-61.36,-0.59,1.41
-61.07,-0.59,2.24
-60.72,-0.6,2.99
-60.34,-0.62,3.68
-59.9,-0.64,4.32
-59.43,-0.64,4.89
-58.88,-0.61,5.45
-58.24,-0.56,6.02
-57.51,-0.47,6.58
-56.71,-0.39,7.11
-55.88,-0.34,7.61
-55.03,-0.34,8.04
-54.17,-0.37,8.41
-53.3,-0.43,8.69
-52.41,-0.49,8.88
-28.31,3.52,-7.58
-28.5,3.7,-8.41
-28.74,3.9,-9.19
-29.04,4.09,-9.91
-29.36,4.28,-10.58
-29.75,4.44,-11.2
-30.19,4.56,-11.78
-30.67,4.66,-12.33
-31.2,4.76,-12.86
-31.77,4.87,-13.38
-32.37,4.99,-13.9
-33.02,5.08,-14.38
-33.69,5.13,-14.85
-34.4,5.15,-15.29
-35.14,5.13,-15.68
-35.9,5.08,-16.01
-36.7,5.0,-16.27
-37.52,4.87,-16.46
-38.36,4.73,-16.61
-39.2,4.58,-16.7
-40.03,4.43,-16.76
-40.87,4.27,-16.8
-41.71,4.08,-16.8
-42.58,3.89,-16.77
-43.46,3.69,-16.69
-44.37,3.5,-16.57
-45.29,3.29,-16.41
-46.23,3.05,-16.21
-47.18,2.78,-15.98
-48.13,2.49,-15.71
-49.09,2.19,-15.4
-50.02,1.92,-15.04
-50.94,1.69,-14.61
